,First,Second,Third
334,"(78, ('2020 Ford F-150 Lariat', 'Ford F-250 SD Lariat OFF'))","(86, ('2020 Ford F-150 Lariat', 'Ford F-250 SD Lariat'))","(86, ('2020 Ford F-150 Lariat', 'Ford F-350 SD Lariat'))"
335,"(80, ('2020 Ford F-150 Platinum', 'Ford F-250 SD Platinum OFF'))","(88, ('2020 Ford F-150 Platinum', 'Ford F-250 SD Platinum'))","(88, ('2020 Ford F-150 Platinum', 'Ford F-350 SD Platinum'))"
336,"(83, ('2020 Ford F-150 XL', 'Ford F-350 SD XL'))","(87, ('2020 Ford F-150 XL', 'Ford F-150'))","(89, ('2020 Ford F-150 XL', 'Ford F-150 FX4'))"
337,"(84, ('2020 Ford F-150 XLT', 'Ford F-250 SD XLT'))","(84, ('2020 Ford F-150 XLT', 'Ford F-350 SD XLT'))","(86, ('2020 Ford F-150 XLT', 'Ford F-150 FX4'))"
338,"(74, ('2020 Ford Fusion Hybrid Titanium', 'Ford Focus Titanium'))","(85, ('2020 Ford Fusion Hybrid Titanium', 'Ford Fusion Energi Titanium'))","(85, ('2020 Ford Fusion Hybrid Titanium', 'Ford Fusion Titanium'))"
339,"(72, ('2020 Ford Mustang EcoBoost', 'Ford Mustang GT'))","(73, ('2020 Ford Mustang EcoBoost', 'Ford Mustang'))","(73, ('2020 Ford Mustang EcoBoost', 'Ford Mustang Bullitt'))"
340,"(60, ('2020 Ford XL', 'Ford Flex SEL'))","(61, ('2020 Ford XL', 'Ford F-250 SD XL'))","(61, ('2020 Ford XL', 'Ford F-350 SD XL'))"
341,"(64, ('2020 Ford XLT', 'Ford Explorer XLT'))","(64, ('2020 Ford XLT', 'Ford F-250 SD XLT'))","(64, ('2020 Ford XLT', 'Ford F-350 SD XLT'))"
342,"(80, ('2020 GMC Acadia AT4', 'GMC Acadia SLT-1'))","(80, ('2020 GMC Acadia AT4', 'GMC Acadia SLT-2'))","(81, ('2020 GMC Acadia AT4', 'GMC Acadia SL'))"
343,"(93, ('2020 GMC Acadia SLE', 'GMC Acadia SLE-1'))","(93, ('2020 GMC Acadia SLE', 'GMC Acadia SLE-2'))","(96, ('2020 GMC Acadia SLE', 'GMC Acadia SL'))"
344,"(93, ('2020 GMC Acadia SLT', 'GMC Acadia SLT-1'))","(93, ('2020 GMC Acadia SLT', 'GMC Acadia SLT-2'))","(96, ('2020 GMC Acadia SLT', 'GMC Acadia SL'))"
345,"(70, ('2020 GMC Savana 2500 Work Van', 'GMC Savana G3500 LT'))","(74, ('2020 GMC Savana 2500 Work Van', 'GMC Savana G2500 LS'))","(74, ('2020 GMC Savana 2500 Work Van', 'GMC Savana G2500 LT'))"
346,"(82, ('2020 GMC Sierra 1500 Base', 'GMC Sierra 1500 SLE'))","(82, ('2020 GMC Sierra 1500 Base', 'GMC Sierra 1500 SLT'))","(86, ('2020 GMC Sierra 1500 Base', 'GMC Sierra 1500'))"
347,"(90, ('2020 GMC Sierra 2500 SLT', 'GMC Sierra 3500HD SLT'))","(95, ('2020 GMC Sierra 2500 SLT', 'GMC Sierra 1500 SLT'))","(95, ('2020 GMC Sierra 2500 SLT', 'GMC Sierra 2500HD SLT'))"
348,"(90, ('2020 GMC Sierra 3500 SLT', 'GMC Sierra 3500HD SLE'))","(95, ('2020 GMC Sierra 3500 SLT', 'GMC Sierra 1500 SLT'))","(95, ('2020 GMC Sierra 3500 SLT', 'GMC Sierra 3500HD SLT'))"
349,"(52, ('2020 GMC Work Van', 'GMC Terrain SLT'))","(54, ('2020 GMC Work Van', 'GMC Terrain SL'))","(55, ('2020 GMC Work Van', 'GMC Canyon'))"
350,"(60, ('2020 GMC Yukon SLT Standard Edition', 'GMC Yukon SLE'))","(60, ('2020 GMC Yukon SLT Standard Edition', 'GMC Yukon SLT'))","(61, ('2020 GMC Yukon SLT Standard Edition', 'GMC Yukon XL Denali'))"
351,"(83, ('2020 GMC Yukon XL SLT', 'GMC Yukon SLE'))","(86, ('2020 GMC Yukon XL SLT', 'GMC Yukon XL 1500 SLT'))","(90, ('2020 GMC Yukon XL SLT', 'GMC Yukon SLT'))"
352,"(59, ('2020 GMC Yukon XL SLT Standard Edition', 'GMC Yukon XL 1500 SLE'))","(59, ('2020 GMC Yukon XL SLT Standard Edition', 'GMC Yukon XL 1500 SLT'))","(62, ('2020 GMC Yukon XL SLT Standard Edition', 'GMC Yukon XL Denali'))"
353,"(67, ('2020 Genesis G80 3.3T Sport', 'Genesis G80'))","(87, ('2020 Genesis G80 3.3T Sport', 'Genesis G80 Sport'))","(90, ('2020 Genesis G80 3.3T Sport', 'Genesis G80T Sport'))"
354,"(80, ('2020 Honda Accord EX 1.5T', 'Honda Accord LX'))","(81, ('2020 Honda Accord EX 1.5T', 'Honda Accord EX-L'))","(86, ('2020 Honda Accord EX 1.5T', 'Honda Accord EX'))"
355,"(81, ('2020 Honda Accord EX-L 1.5T', 'Honda Accord EX'))","(82, ('2020 Honda Accord EX-L 1.5T', 'Honda Accord EX-L Navi'))","(87, ('2020 Honda Accord EX-L 1.5T', 'Honda Accord EX-L'))"
356,"(67, ('2020 Honda Accord Hybrid Touring', 'Honda HR-V Touring'))","(67, ('2020 Honda Accord Hybrid Touring', 'Honda Odyssey Touring'))","(85, ('2020 Honda Accord Hybrid Touring', 'Honda Accord Touring'))"
357,"(76, ('2020 Honda Accord LX 1.5T', 'Honda Accord EX-L'))","(80, ('2020 Honda Accord LX 1.5T', 'Honda Accord EX'))","(86, ('2020 Honda Accord LX 1.5T', 'Honda Accord LX'))"
358,"(69, ('2020 Honda Accord Sport 1.5T', 'Honda Accord'))","(70, ('2020 Honda Accord Sport 1.5T', 'Honda Accord Touring'))","(88, ('2020 Honda Accord Sport 1.5T', 'Honda Accord Sport'))"
359,"(69, ('2020 Honda Accord Sport 2.0T', 'Honda Accord'))","(70, ('2020 Honda Accord Sport 2.0T', 'Honda Accord Touring'))","(88, ('2020 Honda Accord Sport 2.0T', 'Honda Accord Sport'))"
360,"(67, ('2020 Honda Odyssey EX-L w/Navi/RES', 'Honda Odyssey LX'))","(71, ('2020 Honda Odyssey EX-L w/Navi/RES', 'Honda Odyssey EX'))","(77, ('2020 Honda Odyssey EX-L w/Navi/RES', 'Honda Odyssey EX-L'))"
361,"(63, ('2020 Honda Odyssey EX-L w/Navigation/RES', 'Honda Odyssey EX'))","(63, ('2020 Honda Odyssey EX-L w/Navigation/RES', 'Honda Odyssey Elite'))","(68, ('2020 Honda Odyssey EX-L w/Navigation/RES', 'Honda Odyssey EX-L'))"
362,"(62, ('2020 Honda Pilot Touring 7-Passenger', 'Honda Clarity Touring'))","(62, ('2020 Honda Pilot Touring 7-Passenger', 'Honda Insight Touring'))","(72, ('2020 Honda Pilot Touring 7-Passenger', 'Honda Pilot EX Touring'))"
363,"(62, ('2020 Honda Pilot Touring 8-Passenger', 'Honda Clarity Touring'))","(62, ('2020 Honda Pilot Touring 8-Passenger', 'Honda Insight Touring'))","(72, ('2020 Honda Pilot Touring 8-Passenger', 'Honda Pilot EX Touring'))"
364,"(83, ('2020 Hyundai Kona SEL Plus', 'Hyundai Kona SE'))","(86, ('2020 Hyundai Kona SEL Plus', 'Hyundai Kona SEL'))","(86, ('2020 Hyundai Kona SEL Plus', 'Hyundai Tucson SEL Plus'))"
365,"(86, ('2020 Hyundai Santa Fe SE 2.4', 'Hyundai Santa Fe SEL+'))","(88, ('2020 Hyundai Santa Fe SE 2.4', 'Hyundai Santa Fe SEL'))","(90, ('2020 Hyundai Santa Fe SE 2.4', 'Hyundai Santa Fe SE'))"
366,"(86, ('2020 Hyundai Santa Fe SEL 2.0T', 'Hyundai Santa Fe SE'))","(87, ('2020 Hyundai Santa Fe SEL 2.0T', 'Hyundai Santa Fe SEL+'))","(89, ('2020 Hyundai Santa Fe SEL 2.0T', 'Hyundai Santa Fe SEL'))"
367,"(88, ('2020 Hyundai Santa Fe SEL 2.4', 'Hyundai Santa Fe SE'))","(89, ('2020 Hyundai Santa Fe SEL 2.4', 'Hyundai Santa Fe SEL+'))","(91, ('2020 Hyundai Santa Fe SEL 2.4', 'Hyundai Santa Fe SEL'))"
368,"(88, ('2020 Hyundai Sonata', 'Hyundai Sonata Eco'))","(88, ('2020 Hyundai Sonata', 'Hyundai Sonata SEL'))","(90, ('2020 Hyundai Sonata', 'Hyundai Sonata SE'))"
369,"(37, ('2020 INFINITI Q50 3.0t LUXE', 'Ford F-350 SD XL'))","(37, ('2020 INFINITI Q50 3.0t LUXE', 'Nissan NV3500 SL'))","(38, ('2020 INFINITI Q50 3.0t LUXE', 'Fiat 500 Lounge'))"
370,"(36, ('2020 INFINITI QX50 ESSENTIAL', 'Ford F-250 SD XL'))","(36, ('2020 INFINITI QX50 ESSENTIAL', 'Ford F-350 SD XL'))","(36, ('2020 INFINITI QX50 ESSENTIAL', 'Nissan NV3500 SL'))"
371,"(51, ('2020 INFINITI QX50 Luxe', 'Infiniti Q60 Luxe'))","(51, ('2020 INFINITI QX50 Luxe', 'Infiniti Q70 Luxe'))","(57, ('2020 INFINITI QX50 Luxe', 'Infiniti Q50 Luxe'))"
372,"(35, ('2020 INFINITI QX50 SENSORY', 'Ford F-250 SD'))","(35, ('2020 INFINITI QX50 SENSORY', 'Ford F-350 SD'))","(36, ('2020 INFINITI QX50 SENSORY', 'Infiniti QX50 Essential'))"
373,"(51, ('2020 INFINITI QX60 Luxe', 'Infiniti Q50 Luxe'))","(51, ('2020 INFINITI QX60 Luxe', 'Infiniti Q70 Luxe'))","(57, ('2020 INFINITI QX60 Luxe', 'Infiniti Q60 Luxe'))"
374,"(42, ('2020 INFINITI QX60 Pure', 'Lexus GX 460 Premium'))","(46, ('2020 INFINITI QX60 Pure', 'Infiniti Q60 Luxe'))","(57, ('2020 INFINITI QX60 Pure', 'Infiniti Q60 Pure'))"
375,"(85, ('2020 Jaguar F-PACE 25t Prestige', 'Jaguar F-Pace 25T Prestige'))","(88, ('2020 Jaguar F-PACE 25t Prestige', 'Jaguar XE 25t Prestige'))","(88, ('2020 Jaguar F-PACE 25t Prestige', 'Jaguar XF 25t Prestige'))"
376,"(83, ('2020 Jaguar F-PACE 25t R-Sport', 'Jaguar XE 35t R-Sport'))","(84, ('2020 Jaguar F-PACE 25t R-Sport', 'Jaguar F-Pace 25T R-Sport'))","(87, ('2020 Jaguar F-PACE 25t R-Sport', 'Jaguar XE 25t R-Sport'))"
377,"(72, ('2020 Jeep Compass Altitude', 'Jeep Compass Sport'))","(78, ('2020 Jeep Compass Altitude', 'Jeep Compass Limited'))","(90, ('2020 Jeep Compass Altitude', 'Jeep Compass Latitude'))"
378,"(55, ('2020 Jeep Gladiator Overland', 'Jeep Grand Cherokee Sterling'))","(67, ('2020 Jeep Gladiator Overland', 'Jeep Cherokee Overland'))","(71, ('2020 Jeep Gladiator Overland', 'Jeep Grand Cherokee Overland'))"
379,"(58, ('2020 Jeep Gladiator Rubicon', 'Jeep Wrangler Unlimited Rubico'))","(61, ('2020 Jeep Gladiator Rubicon', 'Jeep Wrangler Rubicon Recon'))","(70, ('2020 Jeep Gladiator Rubicon', 'Jeep Wrangler Rubicon'))"
380,"(63, ('2020 Jeep Gladiator Sport', 'Jeep Wrangler Sport S'))","(67, ('2020 Jeep Gladiator Sport', 'Jeep Renegade Sport'))","(67, ('2020 Jeep Gladiator Sport', 'Jeep Wrangler Sport'))"
381,"(63, ('2020 Jeep Gladiator Sport S', 'Jeep Renegade Sport'))","(63, ('2020 Jeep Gladiator Sport S', 'Jeep Wrangler Sport'))","(70, ('2020 Jeep Gladiator Sport S', 'Jeep Wrangler Sport S'))"
382,"(81, ('2020 Jeep Grand Cherokee Altitude', 'Jeep Grand Cherokee Summit'))","(84, ('2020 Jeep Grand Cherokee Altitude', 'Jeep Grand Cherokee Limited'))","(86, ('2020 Jeep Grand Cherokee Altitude', 'Jeep Grand Cherokee High Altit'))"
383,"(75, ('2020 Jeep Grand Cherokee High Altitude', 'Jeep Grand Cherokee Summit'))","(80, ('2020 Jeep Grand Cherokee High Altitude', 'Jeep Grand Cherokee Limited'))","(95, ('2020 Jeep Grand Cherokee High Altitude', 'Jeep Grand Cherokee High Altit'))"
384,"(79, ('2020 Jeep Grand Cherokee Laredo E', 'Jeep Grand Cherokee Overland'))","(84, ('2020 Jeep Grand Cherokee Laredo E', 'Jeep Grand Cherokee Limited'))","(96, ('2020 Jeep Grand Cherokee Laredo E', 'Jeep Grand Cherokee Laredo'))"
385,"(82, ('2020 Jeep Grand Cherokee Upland', 'Jeep Grand Cherokee SRT'))","(85, ('2020 Jeep Grand Cherokee Upland', 'Jeep Grand Cherokee Laredo'))","(89, ('2020 Jeep Grand Cherokee Upland', 'Jeep Grand Cherokee Overland'))"
386,"(82, ('2020 Jeep Wrangler Unlimited Rubicon', 'Jeep Wrangler Unlimited Altitu'))","(83, ('2020 Jeep Wrangler Unlimited Rubicon', 'Jeep Wrangler Unlimited Sport'))","(98, ('2020 Jeep Wrangler Unlimited Rubicon', 'Jeep Wrangler Unlimited Rubico'))"
387,"(76, ('2020 Jeep Wrangler Unlimited Sport Altitude', 'Jeep Wrangler Unlimited Sahara'))","(87, ('2020 Jeep Wrangler Unlimited Sport Altitude', 'Jeep Wrangler Unlimited Sport'))","(88, ('2020 Jeep Wrangler Unlimited Sport Altitude', 'Jeep Wrangler Unlimited Altitu'))"
388,"(82, ('2020 Jeep Wrangler Unlimited Sport S', 'Jeep Wrangler Unlimited Rubico'))","(85, ('2020 Jeep Wrangler Unlimited Sport S', 'Jeep Wrangler Unlimited Sahara'))","(97, ('2020 Jeep Wrangler Unlimited Sport S', 'Jeep Wrangler Unlimited Sport'))"
389,"(71, ('2020 Kia Forte GT-Line', 'Kia Forte S'))","(76, ('2020 Kia Forte GT-Line', 'Kia Forte LX'))","(83, ('2020 Kia Forte GT-Line', 'Kia Forte GT'))"
390,"(88, ('2020 Kia Forte LXS', 'Kia Forte SX'))","(92, ('2020 Kia Forte LXS', 'Kia Forte S'))","(96, ('2020 Kia Forte LXS', 'Kia Forte LX'))"
391,"(71, ('2020 Kia Optima EX Premium', 'Kia Optima SX'))","(76, ('2020 Kia Optima EX Premium', 'Kia Optima EX'))","(80, ('2020 Kia Optima EX Premium', 'Kia Niro EX Premium'))"
392,"(89, ('2020 Kia Sorento S', 'Kia Sorento LX'))","(92, ('2020 Kia Sorento S', 'Kia Sorento L'))","(96, ('2020 Kia Sorento S', 'Kia Sorento SX'))"
393,"(86, ('2020 Kia Soul EX', 'Kia Soul +'))","(87, ('2020 Kia Soul EX', 'Kia Soul EV+'))","(91, ('2020 Kia Soul EX', 'Kia Soul EV'))"
394,"(56, ('2020 Kia Soul GT-Line 1.6L', 'Kia Stinger GT1'))","(58, ('2020 Kia Soul GT-Line 1.6L', 'Kia Soul !'))","(58, ('2020 Kia Soul GT-Line 1.6L', 'Kia Soul +'))"
395,"(84, ('2020 Kia Soul LX', 'Kia Soul'))","(86, ('2020 Kia Soul LX', 'Kia Soul !'))","(86, ('2020 Kia Soul LX', 'Kia Soul +'))"
396,"(89, ('2020 Kia Soul S', 'Kia Soul'))","(90, ('2020 Kia Soul S', 'Kia Soul !'))","(90, ('2020 Kia Soul S', 'Kia Soul +'))"
397,"(70, ('2020 Kia Soul X-Line', 'Kia Soul'))","(72, ('2020 Kia Soul X-Line', 'Kia Soul !'))","(72, ('2020 Kia Soul X-Line', 'Kia Soul +'))"
398,"(90, ('2020 Kia Sportage S', 'Kia Sportage EX'))","(90, ('2020 Kia Sportage S', 'Kia Sportage LX'))","(97, ('2020 Kia Sportage S', 'Kia Sportage SX'))"
399,"(78, ('2020 Kia Sportage SX Turbo', 'Kia Sportage EX'))","(78, ('2020 Kia Sportage SX Turbo', 'Kia Sportage LX'))","(83, ('2020 Kia Sportage SX Turbo', 'Kia Sportage SX'))"
400,"(88, ('2020 Land Rover Discovery Sport S', 'Land Rover Discovery Sport HSE Dynam'))","(88, ('2020 Land Rover Discovery Sport S', 'Land Rover Discovery Sport HSE Luxur'))","(97, ('2020 Land Rover Discovery Sport S', 'Land Rover Discovery Sport HSE'))"
401,"(82, ('2020 Land Rover Range Rover Evoque R-Dynamic HSE', 'Land Rover Range Rover Evoq SE'))","(84, ('2020 Land Rover Range Rover Evoque R-Dynamic HSE', 'Land Rover Range Rover Evoq HSE'))","(84, ('2020 Land Rover Range Rover Evoque R-Dynamic HSE', 'Land Rover Range Rover Evoq SE Dynam'))"
402,"(83, ('2020 Land Rover Range Rover Evoque R-Dynamic S', 'Land Rover Range Rover Evoq HSE Dyna'))","(83, ('2020 Land Rover Range Rover Evoque R-Dynamic S', 'Land Rover Range Rover Velar R-Dynam'))","(86, ('2020 Land Rover Range Rover Evoque R-Dynamic S', 'Land Rover Range Rover Evoq SE Dynam'))"
403,"(92, ('2020 Land Rover Range Rover Evoque S', 'Land Rover Range Rover Evoq SE P'))","(94, ('2020 Land Rover Range Rover Evoque S', 'Land Rover Range Rover Evoq HSE'))","(95, ('2020 Land Rover Range Rover Evoque S', 'Land Rover Range Rover Evoq SE'))"
404,"(80, ('2020 Lexus 570', 'Lexus LC500'))","(80, ('2020 Lexus 570', 'Lexus LS500'))","(86, ('2020 Lexus 570', 'Lexus LX 570'))"
405,"(73, ('2020 Lexus ES 300h Base', 'Lexus IS 300'))","(75, ('2020 Lexus ES 300h Base', 'Lexus ES 350 S'))","(77, ('2020 Lexus ES 300h Base', 'Lexus ES 300H'))"
406,"(85, ('2020 Lexus ES 350 F Sport', 'Lexus RC 350 F-Sport'))","(85, ('2020 Lexus ES 350 F Sport', 'Lexus RX 350 F-Sport'))","(88, ('2020 Lexus ES 350 F Sport', 'Lexus GS 450H F Sport'))"
407,"(61, ('2020 Lexus Luxury', 'Lexus LS500'))","(75, ('2020 Lexus Luxury', 'Lexus RX 350L Luxury'))","(77, ('2020 Lexus Luxury', 'Lexus GX 460 Luxury'))"
408,"(69, ('2020 Lexus NX 300 Base', 'Lexus RX 350'))","(80, ('2020 Lexus NX 300 Base', 'Lexus NX 300h'))","(83, ('2020 Lexus NX 300 Base', 'Lexus NX 300'))"
409,"(67, ('2020 Lexus NX 300h Base', 'Lexus RX 350'))","(80, ('2020 Lexus NX 300h Base', 'Lexus NX 300'))","(84, ('2020 Lexus NX 300h Base', 'Lexus NX 300h'))"
410,"(76, ('2020 Lexus RX 350 Base', 'Lexus RC 350'))","(80, ('2020 Lexus RX 350 Base', 'Lexus RX 350L'))","(83, ('2020 Lexus RX 350 Base', 'Lexus RX 350'))"
411,"(68, ('2020 Lincoln Aviator Standard', 'Lincoln Navigator'))","(68, ('2020 Lincoln Aviator Standard', 'Lincoln Navigator L Select'))","(71, ('2020 Lincoln Aviator Standard', 'Lincoln Navigator Select'))"
412,"(77, ('2020 Lincoln Corsair Reserve', 'Lincoln Nautilus Reserve'))","(79, ('2020 Lincoln Corsair Reserve', 'Lincoln Navigator Reserve'))","(81, ('2020 Lincoln Corsair Reserve', 'Lincoln MKC Reserve'))"
413,"(80, ('2020 Lincoln MKZ Hybrid Reserve', 'Lincoln MKT Reserve'))","(80, ('2020 Lincoln MKZ Hybrid Reserve', 'Lincoln MKX Reserve'))","(84, ('2020 Lincoln MKZ Hybrid Reserve', 'Lincoln MKZ Reserve'))"
414,"(73, ('2020 Lincoln Nautilus Standard', 'Lincoln Nautilus Reserve'))","(78, ('2020 Lincoln Nautilus Standard', 'Lincoln Nautilus'))","(79, ('2020 Lincoln Nautilus Standard', 'Lincoln Nautilus Select'))"
415,"(52, ('2020 Mazda Mazda3 FWD w/Preferred Package', 'Mazda Mazda3 Sport'))","(54, ('2020 Mazda Mazda3 FWD w/Preferred Package', 'Mazda Mazda3 Touring'))","(55, ('2020 Mazda Mazda3 FWD w/Preferred Package', 'Mazda Mazda3 Grand Touring'))"
416,"(54, ('2020 Mazda Mazda3 FWD w/Premium Package', 'Mazda Mazda3 Sport'))","(57, ('2020 Mazda Mazda3 FWD w/Premium Package', 'Mazda Mazda3 Grand Touring'))","(59, ('2020 Mazda Mazda3 FWD w/Premium Package', 'Mazda Mazda3 Touring'))"
417,"(51, ('2020 Mazda Mazda3 FWD w/Select Package', 'Mazda Mazda3 Grand Touring'))","(53, ('2020 Mazda Mazda3 FWD w/Select Package', 'Mazda Mazda3 Touring'))","(59, ('2020 Mazda Mazda3 FWD w/Select Package', 'Mazda Mazda3 Sport'))"
418,"(82, ('2020 Mazda Mazda6 Grand Touring', 'Mazda MX-5 Miata Grand Touring'))","(83, ('2020 Mazda Mazda6 Grand Touring', 'Mazda Mazda3 Touring'))","(96, ('2020 Mazda Mazda6 Grand Touring', 'Mazda Mazda3 Grand Touring'))"
419,"(74, ('2020 Mazda Mazda6 Sport', 'Mazda Mazda3 Touring'))","(75, ('2020 Mazda Mazda6 Sport', 'Mazda MX-5 Miata Sport'))","(94, ('2020 Mazda Mazda6 Sport', 'Mazda Mazda3 Sport'))"
420,"(77, ('2020 Mazda Mazda6 Touring', 'Mazda MX-5 Miata Touring'))","(83, ('2020 Mazda Mazda6 Touring', 'Mazda Mazda3 Grand Touring'))","(95, ('2020 Mazda Mazda6 Touring', 'Mazda Mazda3 Touring'))"
421,"(60, ('2020 Mercedes-Benz Base', 'Mercedes Metris Passenger'))","(62, ('2020 Mercedes-Benz Base', 'Mercedes C350e'))","(62, ('2020 Mercedes-Benz Base', 'Mercedes S560e'))"
422,"(76, ('2020 Mercedes-Benz C 300', 'Mercedes GLC300'))","(80, ('2020 Mercedes-Benz C 300', 'Mercedes SLC 300'))","(81, ('2020 Mercedes-Benz C 300', 'Mercedes C300'))"
423,"(79, ('2020 Mercedes-Benz E 450 4MATIC', 'Mercedes GLE400 4MATIC'))","(79, ('2020 Mercedes-Benz E 450 4MATIC', 'Mercedes GLS450 4MATIC'))","(83, ('2020 Mercedes-Benz E 450 4MATIC', 'Mercedes S450 4MATIC'))"
424,"(67, ('2020 Mercedes-Benz GLC 300 Base', 'Mercedes GLC300 4MATIC'))","(71, ('2020 Mercedes-Benz GLC 300 Base', 'Mercedes SLC 300'))","(73, ('2020 Mercedes-Benz GLC 300 Base', 'Mercedes GLC300'))"
425,"(75, ('2020 Mercedes-Benz GLC 300 Base 4MATIC', 'Mercedes C300 4MATIC'))","(79, ('2020 Mercedes-Benz GLC 300 Base 4MATIC', 'Mercedes GLC350e 4MATIC'))","(80, ('2020 Mercedes-Benz GLC 300 Base 4MATIC', 'Mercedes GLC300 4MATIC'))"
426,"(75, ('2020 Mercedes-Benz GLS 450 Base 4MATIC', 'Mercedes S450 4MATIC'))","(76, ('2020 Mercedes-Benz GLS 450 Base 4MATIC', 'Mercedes GLS550 4MATIC'))","(80, ('2020 Mercedes-Benz GLS 450 Base 4MATIC', 'Mercedes GLS450 4MATIC'))"
427,"(79, ('2020 Mercedes-Benz S 560 4MATIC', 'Mercedes GLS550 4MATIC'))","(83, ('2020 Mercedes-Benz S 560 4MATIC', 'Mercedes S450 4MATIC'))","(87, ('2020 Mercedes-Benz S 560 4MATIC', 'Mercedes S560 4MATIC'))"
428,"(94, ('2020 Mitsubishi Outlander SP', 'Mitsubishi Outlander SEL'))","(96, ('2020 Mitsubishi Outlander SP', 'Mitsubishi Outlander ES'))","(96, ('2020 Mitsubishi Outlander SP', 'Mitsubishi Outlander SE'))"
429,"(90, ('2020 Mitsubishi Outlander Sport 2.0 ES', 'Mitsubishi Outlander Sport LE'))","(90, ('2020 Mitsubishi Outlander Sport 2.0 ES', 'Mitsubishi Outlander Sport SE'))","(94, ('2020 Mitsubishi Outlander Sport 2.0 ES', 'Mitsubishi Outlander Sport ES'))"
430,"(90, ('2020 Mitsubishi Outlander Sport 2.0 SE', 'Mitsubishi Outlander Sport LE'))","(92, ('2020 Mitsubishi Outlander Sport 2.0 SE', 'Mitsubishi Outlander Sport SEL'))","(94, ('2020 Mitsubishi Outlander Sport 2.0 SE', 'Mitsubishi Outlander Sport SE'))"
431,"(67, ('2020 Nissan 370Z NISMO', 'Nissan NV3500 SV'))","(69, ('2020 Nissan 370Z NISMO', 'Nissan NV3500 S'))","(79, ('2020 Nissan 370Z NISMO', 'Nissan 370Z'))"
432,"(79, ('2020 Nissan Altima 2.0 Platinum', 'Nissan Armada Platinum'))","(79, ('2020 Nissan Altima 2.0 Platinum', 'Nissan Maxima Platinum'))","(96, ('2020 Nissan Altima 2.0 Platinum', 'Nissan Altima 2.5 Platinum'))"
433,"(67, ('2020 Nissan GT-R Premium', 'Ford Mustang GT Premium'))","(73, ('2020 Nissan GT-R Premium', 'Nissan GT-R'))","(78, ('2020 Nissan GT-R Premium', 'Nissan GT-R Nismo'))"
434,"(83, ('2020 Nissan Maxima 3.5 SV', 'Nissan Maxima SR'))","(86, ('2020 Nissan Maxima 3.5 SV', 'Nissan Maxima S'))","(89, ('2020 Nissan Maxima 3.5 SV', 'Nissan Maxima SV'))"
435,"(65, ('2020 Nissan NV Cargo NV1500 S V6', 'Nissan NV3500 SL'))","(67, ('2020 Nissan NV Cargo NV1500 S V6', 'Nissan NV3500 S'))","(70, ('2020 Nissan NV Cargo NV1500 S V6', 'Nissan NV3500 SV'))"
436,"(87, ('2020 Nissan NV200 S', 'Nissan NV3500 SL'))","(87, ('2020 Nissan NV200 S', 'Nissan NV3500 SV'))","(90, ('2020 Nissan NV200 S', 'Nissan NV3500 S'))"
437,"(84, ('2020 Nissan NV200 SV', 'Nissan NV3500 SL'))","(87, ('2020 Nissan NV200 SV', 'Nissan NV3500 S'))","(90, ('2020 Nissan NV200 SV', 'Nissan NV3500 SV'))"
438,"(95, ('2020 Nissan Versa 1.6 SR', 'Nissan Versa 1.6 SL'))","(95, ('2020 Nissan Versa 1.6 SR', 'Nissan Versa 1.6 SV'))","(97, ('2020 Nissan Versa 1.6 SR', 'Nissan Versa 1.6 S'))"
439,"(85, ('2020 Nissan Versa S', 'Nissan Versa 1.6 SL'))","(85, ('2020 Nissan Versa S', 'Nissan Versa 1.6 SV'))","(88, ('2020 Nissan Versa S', 'Nissan Versa 1.6 S'))"
440,"(82, ('2020 Nissan Versa SR', 'Nissan Versa 1.6 SV'))","(84, ('2020 Nissan Versa SR', 'Nissan Sentra SR'))","(85, ('2020 Nissan Versa SR', 'Nissan Versa 1.6 S'))"
441,"(50, ('2020 RAM 1500 Big Horn', 'Dodge Ram 1500 Laramie Longhorn'))","(55, ('2020 RAM 1500 Big Horn', 'Dodge Ram 1500 Longhorn'))","(75, ('2020 RAM 1500 Big Horn', 'Dodge Ram 1500 Big Horn'))"
442,"(50, ('2020 RAM 1500 Big Horn/Lone Star', 'Dodge Ram 1500 Longhorn Sport'))","(56, ('2020 RAM 1500 Big Horn/Lone Star', 'Dodge Ram 1500 Lonestar'))","(60, ('2020 RAM 1500 Big Horn/Lone Star', 'Dodge Ram 1500 Big Horn'))"
443,"(58, ('2020 RAM 1500 Laramie', 'Dodge Ram 1500 Limited'))","(60, ('2020 RAM 1500 Laramie', 'Dodge Ram 1500 Laramie Longhorn'))","(74, ('2020 RAM 1500 Laramie', 'Dodge Ram 1500 Laramie'))"
444,"(59, ('2020 RAM 1500 Limited', 'Ford F-350 SD Limited'))","(61, ('2020 RAM 1500 Limited', 'Chrysler 300 Limited'))","(74, ('2020 RAM 1500 Limited', 'Dodge Ram 1500 Limited'))"
445,"(55, ('2020 RAM 1500 Lone Star', 'Dodge Ram 1500 Longhorn Sport'))","(55, ('2020 RAM 1500 Lone Star', 'Fiat 500 Lounge'))","(68, ('2020 RAM 1500 Lone Star', 'Dodge Ram 1500 Lonestar'))"
